user_id,username,email,age,subscription,region,city,product_category,sale_amount,price,store_id,transaction_date,raw_timestamp,status
1090,user_1090,user_1090@example.com,48,Standard,East,New York,Sports,406.02,403.34,104,2026-06-22,2026-06-22 00:00:00,Pending
1011,user_1011,user_1011@example.com,44,Free,East,New York,Home & Kitchen,24.06,21.0,102,2026-07-07,2026-07-07 00:00:00,Cancelled
1071,,user_1071@example.com,20,Basic,East,New York,Books,249.4,268.42,104,2026-07-04,04/07/2026 12:00 AM,Pending
1051,user_1051,user_1051@example.com,52,Standard,East,New York,Books,281.2,337.06,103,2026-07-07,2026-07-07 00:00:00,Cancelled
1029,user_1029,user_1029@example.com,22,Basic,East,New York,Clothing,116.03,126.45,103,2026-07-15,2026-07-15 00:00:00,Cancelled
1022,user_1022,user_1022@example.com,23,Standard,East,New York,Electronics,487.4,525.89,102,2026-06-28,2026-06-28 00:00:00,Active
1073,user_1073,user_1073@example.com,36,Basic,East,New York,Electronics,133.71,113.07,101,2026-07-06,2026-07-06 00:00:00,Active
1019,user_1019,user_1019@example.com,34,Premium,East,New York,Clothing,68.04,70.93,102,2026-06-24,2026-06-24 00:00:00,
1038,user_1038,user_1038@example.com,34,Premium,East,New York,Sports,480.45,,102,2026-06-28,2026-06-28 00:00:00,Pending
1030,user_1030,user_1030@example.com,15,Free,East,New York,Books,347.79,282.77,103,2026-06-26,2026-06-26 00:00:00,Active
1087,user_1087,user_1087@example.com,55,Basic,East,New York,Books,66.24,56.94,103,2026-06-22,22/06/2026 12:00 AM,Cancelled
1076,user_1076,user_1076@example.com,33,Free,East,New York,Electronics,239.66,230.31,103,2026-07-02,2026-07-02 00:00:00,Active
1055,user_1055,user_1055@example.com,16,Premium,East,New York,Clothing,481.34,495.82,101,2026-06-24,2026-06-24 00:00:00,Active
1097,user_1097,user_1097@example.com,56,Free,East,New York,Home & Kitchen,98.93,104.26,104,2026-07-16,2026-07-16 00:00:00,Cancelled
1085,user_1085,user_1085@example.com,41,Free,East,New York,Home & Kitchen,334.67,369.54,101,2026-07-04,2026-07-04 00:00:00,Active
1098,user_1098,user_1098@example.com,15,Free,East,New York,Books,36.56,38.35,104,2026-06-28,28/06/2026 12:00 AM,Cancelled
1070,user_1070,user_1070@example.com,59,Free,East,New York,Electronics,24.15,27.04,102,2026-07-09,2026-07-09 00:00:00,Active
1028,user_1028,user_1028@example.com,44,Premium,East,New York,Clothing,254.2,255.1,103,2026-07-05,2026-07-05 00:00:00,Pending
1058,user_1058,user_1058@example.com,53,Basic,East,New York,Electronics,145.36,140.41,103,2026-06-22,,Cancelled
1075,user_1075,user_1075@example.com,24,Free,East,New York,Sports,247.33,273.34,104,2026-07-04,2026-07-04 00:00:00,Pending
1073,user_1073,user_1073@example.com,41,Premium,East,New York,Home & Kitchen,374.91,421.61,104,2026-06-27,2026-06-27 00:00:00,Pending
1063,user_1063,user_1063@example.com,52,Standard,East,New York,Electronics,438.35,442.9,104,2026-07-18,2026-07-18 00:00:00,Pending
1009,user_1009,user_1009@example.com,36,Free,East,New York,Electronics,427.36,488.79,104,2026-06-18,2026-06-18 00:00:00,
1069,,user_1069@example.com,55,Standard,East,New York,Clothing,375.92,315.54,101,2026-07-04,2026-07-04 00:00:00,Active
1005,user_1005,user_1005@example.com,37,Standard,East,New York,Books,81.33,83.47,102,2026-07-13,2026-07-13 00:00:00,
1079,user_1079,user_1079@example.com,52,Basic,East,New York,Clothing,235.96,212.87,101,2026-06-20,2026-06-20 00:00:00,Pending
1009,user_1009,user_1009@example.com,52,Standard,East,New York,Books,348.25,320.69,104,2026-06-21,2026-06-21 00:00:00,Cancelled
1073,user_1073,user_1073@example.com,16,Free,East,New York,Home & Kitchen,13.97,15.53,101,2026-06-19,2026-06-19 00:00:00,Cancelled
1099,user_1099,user_1099@example.com,37,Basic,East,New York,Clothing,314.24,342.01,102,2026-06-28,2026-06-28 00:00:00,Active
1039,user_1039,,38,Basic,East,New York,Electronics,455.72,440.32,102,2026-07-14,2026-07-14 00:00:00,Cancelled
1067,user_1067,user_1067@example.com,25,Standard,East,New York,Books,484.02,555.73,101,2026-07-04,2026-07-04 00:00:00,Pending
1086,user_1086,user_1086@example.com,50,Standard,East,New York,Electronics,397.43,,101,2026-07-04,2026-07-04 00:00:00,Cancelled
1074,user_1074,user_1074@example.com,38,Premium,East,New York,Clothing,241.02,283.75,103,2026-06-19,2026-06-19 00:00:00,
1089,user_1089,user_1089@example.com,23,Premium,East,New York,Electronics,159.14,133.5,102,2026-07-06,2026-07-06 00:00:00,
1075,user_1075,user_1075@example.com,41,Premium,East,New York,Books,311.67,284.21,103,2026-07-12,2026-07-12 00:00:00,Cancelled
1012,user_1012,user_1012@example.com,56,Standard,East,New York,Electronics,205.09,174.09,104,2026-07-16,2026-07-16 00:00:00,Active
1006,user_1006,user_1006@example.com,23,Basic,East,New York,Electronics,416.61,431.01,102,2026-07-08,2026-07-08 00:00:00,Active
1035,user_1035,user_1035@example.com,23,Standard,East,New York,Clothing,63.86,54.45,103,2026-06-23,2026-06-23 00:00:00,Active
1022,user_1022,user_1022@example.com,41,Premium,East,New York,Electronics,243.36,244.65,101,2026-07-04,2026-07-04 00:00:00,Active
1093,user_1093,user_1093@example.com,48,Standard,East,New York,Books,325.24,,104,2026-06-21,2026-06-21 00:00:00,
1091,user_1091,user_1091@example.com,20,Standard,East,New York,Sports,82.68,86.79,103,2026-07-06,2026-07-06 00:00:00,
1064,user_1064,user_1064@example.com,59,Premium,East,New York,Sports,363.21,356.17,102,2026-07-05,2026-07-05 00:00:00,
1093,user_1093,user_1093@example.com,57,Standard,East,New York,Home & Kitchen,477.26,472.35,101,2026-06-22,2026-06-22 00:00:00,Cancelled
1016,user_1016,user_1016@example.com,50,Standard,East,New York,Electronics,211.3,248.58,104,2026-06-21,21/06/2026 12:00 AM,Cancelled
1076,user_1076,user_1076@example.com,47,Basic,East,New York,Clothing,331.8,279.8,103,2026-07-15,2026-07-15 00:00:00,
1071,user_1071,user_1071@example.com,54,Premium,East,New York,Sports,465.25,421.97,102,2026-07-10,2026-07-10 00:00:00,Cancelled
1044,,user_1044@example.com,51,Free,East,New York,Electronics,79.52,64.59,102,2026-07-06,2026-07-06 00:00:00,Cancelled
1039,user_1039,user_1039@example.com,51,Premium,East,New York,Electronics,86.23,70.7,101,2026-07-10,2026-07-10 00:00:00,
1053,user_1053,user_1053@example.com,22,Standard,East,New York,Books,64.34,66.74,103,2026-07-17,2026-07-17 00:00:00,Active
1000,user_1000,user_1000@example.com,23,Standard,East,New York,Home & Kitchen,170.78,,104,2026-07-13,2026-07-13 00:00:00,Pending
1064,user_1064,user_1064@example.com,37,Premium,East,New York,Books,432.26,,101,2026-07-04,2026-07-04 00:00:00,
1073,user_1073,user_1073@example.com,33,Premium,East,New York,Books,20.22,22.66,104,2026-06-22,2026-06-22 00:00:00,
1013,user_1013,user_1013@example.com,48,Premium,East,New York,Books,436.56,387.94,102,2026-07-16,2026-07-16 00:00:00,Pending
1099,user_1099,user_1099@example.com,56,Basic,East,New York,Clothing,60.37,52.49,102,2026-06-24,24/06/2026 12:00 AM,
1059,user_1059,user_1059@example.com,43,Standard,East,New York,Home & Kitchen,83.97,,104,2026-06-28,2026-06-28 00:00:00,Active
1045,user_1045,user_1045@example.com,43,Premium,East,New York,Electronics,190.68,201.71,101,2026-06-29,2026-06-29 00:00:00,Active
1057,user_1057,user_1057@example.com,27,Standard,East,New York,Sports,243.06,200.46,101,2026-06-23,2026-06-23 00:00:00,Active
1064,user_1064,,60,Free,East,New York,Books,266.79,252.27,103,2026-07-06,2026-07-06 00:00:00,Active
1080,user_1080,user_1080@example.com,21,Free,East,New York,Home & Kitchen,133.48,158.28,102,2026-07-08,2026-07-08 00:00:00,Cancelled
1039,user_1039,user_1039@example.com,40,Basic,East,New York,Sports,357.33,,104,2026-06-28,2026-06-28 00:00:00,Active
1082,user_1082,user_1082@example.com,16,Standard,East,New York,Home & Kitchen,98.33,115.94,104,2026-07-12,2026-07-12 00:00:00,Active
1037,user_1037,user_1037@example.com,49,Premium,East,New York,Home & Kitchen,439.43,456.52,102,2026-07-13,2026-07-13 00:00:00,Pending
1092,user_1092,user_1092@example.com,58,Basic,East,New York,Books,309.19,344.29,102,2026-07-01,2026-07-01 00:00:00,
1024,user_1024,user_1024@example.com,43,Free,East,New York,Home & Kitchen,391.28,378.55,102,2026-06-22,2026-06-22 00:00:00,Cancelled
1006,user_1006,user_1006@example.com,50,Premium,East,New York,Sports,427.07,472.02,103,2026-07-04,2026-07-04 00:00:00,
1011,user_1011,user_1011@example.com,43,Standard,East,New York,Electronics,213.3,202.55,104,2026-07-16,16/07/2026 12:00 AM,Active
1091,user_1091,user_1091@example.com,23,Premium,East,New York,Home & Kitchen,459.52,520.38,104,2026-07-04,2026-07-04 00:00:00,Active
1032,user_1032,user_1032@example.com,53,Free,East,New York,Electronics,390.32,331.28,102,2026-07-05,2026-07-05 00:00:00,Active
1014,user_1014,user_1014@example.com,49,Premium,East,New York,Sports,291.77,267.41,101,2026-06-29,2026-06-29 00:00:00,Pending
1085,user_1085,user_1085@example.com,38,Premium,East,New York,Sports,276.6,277.44,101,2026-07-06,06/07/2026 12:00 AM,
1047,user_1047,,19,Standard,East,New York,Clothing,369.14,409.23,103,2026-07-14,,Cancelled
1082,user_1082,user_1082@example.com,44,Free,East,New York,Clothing,407.63,,104,2026-07-17,17/07/2026 12:00 AM,Pending
1005,user_1005,user_1005@example.com,40,Free,East,New York,Home & Kitchen,27.94,25.55,101,2026-06-21,2026-06-21 00:00:00,Cancelled
1055,user_1055,user_1055@example.com,39,Standard,East,New York,Clothing,253.14,296.1,103,2026-06-23,2026-06-23 00:00:00,
1077,user_1077,user_1077@example.com,33,Standard,East,New York,Electronics,49.23,45.42,104,2026-07-13,2026-07-13 00:00:00,Active
1093,user_1093,user_1093@example.com,42,Standard,East,New York,Electronics,46.77,44.21,102,2026-06-18,,
1004,user_1004,user_1004@example.com,56,Standard,East,New York,Home & Kitchen,197.6,205.91,104,2026-06-18,2026-06-18 00:00:00,Active
1073,user_1073,user_1073@example.com,35,Standard,East,New York,Clothing,480.65,,102,2026-07-03,2026-07-03 00:00:00,Active
1033,user_1033,user_1033@example.com,28,Standard,East,New York,Books,108.09,89.67,102,2026-06-20,2026-06-20 00:00:00,Cancelled
1085,user_1085,user_1085@example.com,49,Standard,East,New York,Home & Kitchen,427.17,500.19,102,2026-06-23,2026-06-23 00:00:00,Pending
1017,user_1017,user_1017@example.com,38,Standard,East,New York,Books,403.79,421.87,101,2026-07-16,2026-07-16 00:00:00,
1067,user_1067,user_1067@example.com,51,Premium,East,New York,Clothing,486.47,476.74,103,2026-07-14,2026-07-14 00:00:00,Pending
1098,user_1098,user_1098@example.com,18,Premium,East,New York,Sports,84.98,78.95,102,2026-07-07,2026-07-07 00:00:00,Cancelled
1010,user_1010,user_1010@example.com,50,Standard,East,New York,Clothing,316.26,264.83,102,2026-06-30,2026-06-30 00:00:00,Cancelled
1072,,user_1072@example.com,20,Premium,East,New York,Sports,139.68,143.71,101,2026-07-03,2026-07-03 00:00:00,Cancelled
1061,user_1061,user_1061@example.com,40,Standard,East,New York,Books,45.76,,104,2026-07-05,2026-07-05 00:00:00,Pending
1040,user_1040,user_1040@example.com,37,Free,East,New York,Clothing,382.73,322.44,102,2026-07-04,2026-07-04 00:00:00,Pending
1012,user_1012,user_1012@example.com,54,Free,East,New York,Clothing,481.72,542.12,103,2026-07-12,2026-07-12 00:00:00,
1063,user_1063,user_1063@example.com,20,Free,East,New York,Sports,234.04,241.84,101,2026-07-17,2026-07-17 00:00:00,
1036,user_1036,user_1036@example.com,42,Basic,East,New York,Home & Kitchen,366.48,346.83,104,2026-07-17,2026-07-17 00:00:00,Cancelled
1009,user_1009,user_1009@example.com,50,Standard,East,New York,Sports,343.4,408.66,104,2026-07-07,2026-07-07 00:00:00,Cancelled
1096,user_1096,user_1096@example.com,40,Premium,East,New York,Electronics,29.07,32.6,104,2026-07-14,2026-07-14 00:00:00,Cancelled
1078,user_1078,user_1078@example.com,54,Standard,East,New York,Sports,174.82,177.08,103,2026-07-03,2026-07-03 00:00:00,Active
1053,user_1053,user_1053@example.com,59,Premium,East,New York,Sports,242.55,270.0,102,2026-06-25,2026-06-25 00:00:00,
1018,user_1018,user_1018@example.com,51,Premium,East,New York,Clothing,19.28,16.59,102,2026-07-05,2026-07-05 00:00:00,
1094,user_1094,user_1094@example.com,48,Basic,East,New York,Sports,169.27,171.0,103,2026-06-18,2026-06-18 00:00:00,Cancelled
1069,user_1069,user_1069@example.com,58,Standard,East,New York,Sports,247.25,225.39,103,2026-07-11,2026-07-11 00:00:00,Cancelled
1090,user_1090,user_1090@example.com,35,Free,East,New York,Home & Kitchen,284.64,309.88,103,2026-07-15,2026-07-15 00:00:00,
1044,user_1044,user_1044@example.com,33,Premium,East,New York,Home & Kitchen,478.1,,104,2026-06-28,2026-06-28 00:00:00,Pending
1068,user_1068,user_1068@example.com,32,Basic,East,New York,Electronics,311.68,279.57,102,2026-06-28,2026-06-28 00:00:00,Cancelled
1091,user_1091,user_1091@example.com,23,Premium,East,New York,Sports,489.18,519.1,104,2026-07-03,2026-07-03 00:00:00,Cancelled
1041,user_1041,user_1041@example.com,20,Basic,East,New York,Sports,371.96,303.12,102,2026-07-05,2026-07-05 00:00:00,Active
1050,user_1050,user_1050@example.com,33,Premium,East,New York,Electronics,156.21,182.98,103,2026-07-09,2026-07-09 00:00:00,
1017,user_1017,user_1017@example.com,27,Premium,East,New York,Home & Kitchen,89.62,80.92,102,2026-07-18,2026-07-18 00:00:00,Pending
1022,user_1022,user_1022@example.com,40,Free,East,New York,Sports,170.68,143.06,102,2026-07-03,2026-07-03 00:00:00,Cancelled
1049,user_1049,user_1049@example.com,36,Standard,East,New York,Sports,364.21,,103,2026-06-26,2026-06-26 00:00:00,
1039,user_1039,user_1039@example.com,60,Standard,East,New York,Electronics,322.97,305.86,102,2026-07-11,2026-07-11 00:00:00,
1095,user_1095,user_1095@example.com,59,Free,East,New York,Sports,402.98,445.19,101,2026-07-02,2026-07-02 00:00:00,Active
1072,user_1072,user_1072@example.com,47,Basic,East,New York,Sports,272.96,311.66,104,2026-07-15,2026-07-15 00:00:00,
1011,user_1011,user_1011@example.com,18,Free,East,New York,Clothing,261.49,215.23,104,2026-06-27,2026-06-27 00:00:00,
1032,user_1032,user_1032@example.com,52,Premium,East,New York,Electronics,217.61,221.19,101,2026-06-19,2026-06-19 00:00:00,
1004,user_1004,user_1004@example.com,23,Free,East,New York,Home & Kitchen,496.5,569.91,104,2026-07-06,2026-07-06 00:00:00,Pending
1083,user_1083,user_1083@example.com,49,Free,East,New York,Sports,72.4,82.1,101,2026-07-09,2026-07-09 00:00:00,
1068,user_1068,user_1068@example.com,44,Standard,East,New York,Clothing,145.07,158.13,101,2026-07-17,2026-07-17 00:00:00,Active
1030,user_1030,user_1030@example.com,17,Free,East,New York,Sports,339.29,304.65,101,2026-07-06,2026-07-06 00:00:00,Active
1017,user_1017,user_1017@example.com,51,Standard,East,New York,Sports,302.98,281.25,103,2026-06-20,2026-06-20 00:00:00,Pending
1052,user_1052,user_1052@example.com,52,Basic,East,New York,Books,282.37,,103,2026-06-18,2026-06-18 00:00:00,Cancelled
1089,user_1089,user_1089@example.com,39,Basic,East,New York,Sports,242.02,222.73,102,2026-06-23,23/06/2026 12:00 AM,
1053,user_1053,user_1053@example.com,30,Standard,East,New York,Clothing,171.83,,104,2026-06-21,2026-06-21 00:00:00,Pending
1006,user_1006,user_1006@example.com,53,Premium,East,New York,Electronics,102.2,111.37,102,2026-07-03,2026-07-03 00:00:00,Cancelled
1001,user_1001,user_1001@example.com,22,Free,East,New York,Clothing,350.86,336.35,102,2026-07-01,2026-07-01 00:00:00,
1068,user_1068,user_1068@example.com,38,Free,East,New York,Books,58.32,57.61,103,2026-06-19,2026-06-19 00:00:00,Active
1072,user_1072,user_1072@example.com,16,Standard,East,New York,Sports,468.03,452.6,102,2026-07-12,2026-07-12 00:00:00,Pending
1063,user_1063,user_1063@example.com,36,Standard,East,New York,Books,483.59,481.77,102,2026-06-25,2026-06-25 00:00:00,
1023,user_1023,user_1023@example.com,56,Premium,East,New York,Sports,26.57,31.3,101,2026-06-24,,Pending
1080,user_1080,user_1080@example.com,15,Basic,East,New York,Sports,233.44,,104,2026-06-27,27/06/2026 12:00 AM,
1001,,user_1001@example.com,49,Standard,East,New York,Electronics,256.09,248.98,102,2026-07-15,2026-07-15 00:00:00,Pending
1024,user_1024,user_1024@example.com,37,Standard,East,New York,Books,48.72,47.92,102,2026-06-26,2026-06-26 00:00:00,Active
1083,user_1083,user_1083@example.com,17,Premium,East,New York,Books,195.84,161.07,101,2026-06-26,2026-06-26 00:00:00,
1082,user_1082,user_1082@example.com,21,Premium,East,New York,Clothing,113.59,131.2,104,2026-07-10,,Active
1087,user_1087,user_1087@example.com,51,Premium,East,New York,Clothing,465.1,550.95,102,2026-06-24,2026-06-24 00:00:00,Active
1038,user_1038,user_1038@example.com,39,Standard,East,New York,Books,380.25,454.55,101,2026-07-02,2026-07-02 00:00:00,Active
1055,user_1055,user_1055@example.com,53,Free,East,New York,Home & Kitchen,24.52,29.35,104,2026-07-11,2026-07-11 00:00:00,
1023,user_1023,user_1023@example.com,20,Standard,East,New York,Clothing,359.42,,102,2026-07-06,2026-07-06 00:00:00,
1040,user_1040,user_1040@example.com,34,Free,East,New York,Home & Kitchen,383.06,319.82,104,2026-07-04,2026-07-04 00:00:00,Active
1003,user_1003,user_1003@example.com,53,Standard,East,New York,Books,16.05,17.84,102,2026-06-30,2026-06-30 00:00:00,Pending
1017,user_1017,user_1017@example.com,24,Premium,East,New York,Clothing,222.99,221.58,101,2026-07-07,2026-07-07 00:00:00,
1076,user_1076,user_1076@example.com,23,Standard,East,New York,Electronics,474.92,497.75,103,2026-07-04,2026-07-04 00:00:00,Pending
1038,user_1038,user_1038@example.com,27,Free,East,New York,Home & Kitchen,97.04,90.02,104,2026-06-18,2026-06-18 00:00:00,
1035,user_1035,user_1035@example.com,22,Basic,East,New York,Sports,498.66,552.04,101,2026-06-18,2026-06-18 00:00:00,Pending
1056,user_1056,user_1056@example.com,19,Free,East,New York,Books,78.2,70.46,102,2026-06-26,2026-06-26 00:00:00,
1076,user_1076,user_1076@example.com,47,Free,East,New York,Sports,28.01,30.27,101,2026-07-15,2026-07-15 00:00:00,Cancelled
1021,user_1021,,56,Free,East,New York,Home & Kitchen,483.2,388.6,103,2026-07-11,2026-07-11 00:00:00,Pending
1057,user_1057,user_1057@example.com,58,Basic,East,New York,Home & Kitchen,498.87,458.05,101,2026-07-15,2026-07-15 00:00:00,Cancelled
1039,user_1039,user_1039@example.com,48,Free,East,New York,Home & Kitchen,243.32,262.47,103,2026-07-16,2026-07-16 00:00:00,Active
1002,user_1002,user_1002@example.com,58,Basic,East,New York,Clothing,262.84,245.07,104,2026-06-18,2026-06-18 00:00:00,Pending
1023,user_1023,user_1023@example.com,16,Basic,East,New York,Books,300.18,324.76,102,2026-07-10,2026-07-10 00:00:00,Active
1073,user_1073,user_1073@example.com,26,Standard,East,New York,Home & Kitchen,106.57,113.85,104,2026-07-02,2026-07-02 00:00:00,
1078,user_1078,user_1078@example.com,37,Free,East,New York,Sports,94.54,105.91,101,2026-06-27,2026-06-27 00:00:00,Cancelled
1014,user_1014,user_1014@example.com,47,Free,East,New York,Books,302.25,292.95,104,2026-06-28,2026-06-28 00:00:00,Pending
1071,user_1071,user_1071@example.com,26,Standard,East,New York,Books,313.51,370.17,104,2026-07-14,2026-07-14 00:00:00,
1052,user_1052,user_1052@example.com,43,Free,East,New York,Clothing,50.51,,102,2026-07-09,,Pending
1068,user_1068,user_1068@example.com,51,Free,East,New York,Sports,260.29,236.12,103,2026-07-01,01/07/2026 12:00 AM,
1069,user_1069,user_1069@example.com,56,Basic,East,New York,Home & Kitchen,438.66,,103,2026-07-07,07/07/2026 12:00 AM,Active
1099,user_1099,user_1099@example.com,52,Standard,East,New York,Sports,320.06,273.87,102,2026-06-22,22/06/2026 12:00 AM,Cancelled
1068,user_1068,user_1068@example.com,35,Standard,East,New York,Home & Kitchen,290.64,292.32,101,2026-07-14,2026-07-14 00:00:00,Active
1035,user_1035,user_1035@example.com,23,Basic,East,New York,Clothing,358.58,396.08,104,2026-07-03,2026-07-03 00:00:00,
1048,user_1048,user_1048@example.com,20,Free,East,New York,Sports,377.4,434.36,104,2026-06-18,2026-06-18 00:00:00,Active
1093,user_1093,user_1093@example.com,59,Standard,East,New York,Electronics,399.88,474.76,102,2026-07-03,2026-07-03 00:00:00,Cancelled
1070,user_1070,user_1070@example.com,46,Standard,East,New York,Electronics,32.51,36.89,101,2026-07-15,2026-07-15 00:00:00,
1000,user_1000,user_1000@example.com,59,Basic,East,New York,Home & Kitchen,87.9,79.95,103,2026-07-10,2026-07-10 00:00:00,Pending
1006,user_1006,user_1006@example.com,59,Basic,East,New York,Books,331.19,265.1,104,2026-07-16,2026-07-16 00:00:00,
1001,,user_1001@example.com,22,Free,East,New York,Clothing,244.07,203.98,101,2026-07-15,2026-07-15 00:00:00,Pending
1048,user_1048,user_1048@example.com,23,Basic,East,New York,Electronics,269.95,,102,2026-07-04,2026-07-04 00:00:00,Pending
1052,user_1052,user_1052@example.com,28,Premium,East,New York,Electronics,78.61,85.84,103,2026-06-18,2026-06-18 00:00:00,Pending
1035,user_1035,user_1035@example.com,53,Standard,East,New York,Electronics,425.47,391.71,102,2026-06-25,2026-06-25 00:00:00,Pending
1063,user_1063,user_1063@example.com,55,Premium,East,New York,Sports,445.48,,103,2026-06-19,2026-06-19 00:00:00,
