customer_id,customer_name,city,segment,total_orders,lifetime_spend,ltv_rank
CUST0052,Aarav Verma,Delhi,Corporate,7,9505.48,59
CUST0055,Arjun Bhat,Jaipur,Corporate,8,9476.27,60
CUST0069,Saanvi Iyer,Hyderabad,Home Office,8,9397.48,61
CUST0404,Riya Iyer,Bangalore,Home Office,7,9376.33,62
CUST0973,Ananya Joshi,Unknown City,Corporate,6,9345.26,63
CUST0991,Aarav Mehta,Kolkata,Corporate,7,9334.67,64
CUST0177,Sai Gupta,Delhi,Home Office,9,9320.32,65
CUST0725,Ishaan Patel,Hyderabad,Home Office,6,9298.54,66
CUST0355,Anika Sharma,Kolkata,Corporate,8,9287.45,67
CUST0621,Navya Gupta,Ahmedabad,Home Office,8,9221.79,68
CUST0379,Sai Singh,Delhi,Corporate,6,9188.15,69
CUST0760,Myra Nair,Delhi,Corporate,5,9140.52,70
CUST0556,Saanvi Deshmukh,Ahmedabad,Corporate,5,9127.95,71
CUST0082,Vihaan Sharma,Pune,Corporate,6,9088.06,72
CUST0947,Unknown Customer,Mumbai,Home Office,5,9081.31,73
CUST0544,Angel Rao,Delhi,Consumer,7,9044.56,74
CUST0659,Saanvi Deshmukh,Kolkata,Consumer,5,9010.88,75
CUST0205,Riya Chawla,Chennai,Home Office,8,9004.8,76
CUST0887,Krishna Iyer,Mumbai,Consumer,9,8988.86,77
CUST0061,Aadhya Choudhury,Jaipur,Consumer,8,8977.43,78
CUST0017,Diya Singh,Hyderabad,Consumer,6,8963.82,79
CUST0700,Diya Chawla,Hyderabad,Consumer,6,8952.19,80
CUST0548,Arjun Verma,Delhi,Corporate,5,8929.66,81
CUST0193,Ishaan Nair,Bangalore,Home Office,8,8918.72,82
CUST0474,Anika Kulkarni,Hyderabad,Corporate,6,8906.74,83
CUST0653,Aadhya Deshmukh,Mumbai,Home Office,6,8901.94,84
CUST0299,Pari Sen,Ahmedabad,Home Office,6,8873.5,85
CUST0130,Myra Kulkarni,Ahmedabad,Consumer,6,8835.26,86
CUST0937,Ananya Patel,Ahmedabad,Home Office,6,8832.72,87
CUST0171,Ayaan Bhat,Mumbai,Consumer,6,8809.46,88
CUST0510,Unknown Customer,Pune,Home Office,6,8784.59,89
CUST0003,Angel Chawla,Ahmedabad,Consumer,6,8735.2,90
CUST0437,Aditya Sen,Ahmedabad,Home Office,5,8716.4,91
CUST0462,Navya Deshmukh,Pune,Consumer,5,8692.52,92
CUST0289,Diya Nair,Mumbai,Home Office,5,8654.41,93
CUST0479,Aditya Sharma,Mumbai,Home Office,9,8604.94,94
CUST0853,Angel Rao,Jaipur,Home Office,5,8604.88,95
CUST0487,Anika Sen,Bangalore,Consumer,6,8429.91,96
CUST0809,Anika Mehta,Hyderabad,Corporate,5,8414.97,97
CUST0445,Navya Iyer,Hyderabad,Corporate,6,8408.19,98
CUST0358,Angel Sharma,Chennai,Home Office,6,8402.36,99
CUST0274,Riya Sen,Mumbai,Corporate,5,8398.29,100
CUST0907,Saanvi Patel,Mumbai,Home Office,5,8397.22,101
CUST0507,Reyansh Verma,Jaipur,Home Office,5,8386.12,102
CUST0123,Angel Joshi,Chennai,Home Office,6,8382.49,103
CUST0892,Riya Singh,Mumbai,Corporate,7,8364.34,104
CUST0043,Pari Deshmukh,Hyderabad,Home Office,5,8296.36,105
CUST0323,Aadhya Sen,Hyderabad,Consumer,6,8253.86,106
CUST0034,Ayaan Deshmukh,Pune,Home Office,6,8220.78,107
CUST0113,Pari Singh,Pune,Consumer,5,8220.52,108
CUST0276,Krishna Joshi,Bangalore,Corporate,7,8215.9,109
CUST0643,Anika Reddy,Bangalore,Corporate,4,8211.44,110
CUST0210,Angel Rao,Delhi,Consumer,5,8185.22,111
CUST0481,Ishaan Joshi,Jaipur,Corporate,5,8184.31,112
CUST0904,Navya Rao,Mumbai,Home Office,7,8177.35,113
CUST0390,Vivaan Iyer,Hyderabad,Home Office,5,8160.85,114
CUST0187,Aditya Iyer,Bangalore,Consumer,6,8143.6,115
CUST0001,Vihaan Sharma,Hyderabad,Consumer,7,8125.38,116
CUST0744,Vihaan Rao,Chennai,Corporate,5,8123.25,117
CUST0397,Aditya Singh,Mumbai,Home Office,7,8110.06,118
CUST0856,Diya Kulkarni,Unknown City,Corporate,5,8106.68,119
CUST0096,Aarav Choudhury,Mumbai,Home Office,6,8098.67,120
CUST0877,Diya Gupta,Kolkata,Home Office,7,8093.12,121
CUST0229,Ananya Singh,Jaipur,Corporate,6,8085.3,122
CUST0435,Saanvi Iyer,Delhi,Corporate,5,8077.17,123
CUST0389,Myra Sen,Bangalore,Corporate,6,8067.78,124
CUST0873,Arjun Kapoor,Bangalore,Home Office,8,8046.78,125
CUST0030,Aditya Sen,Hyderabad,Consumer,8,8046.53,126
CUST0387,Aarav Sen,Kolkata,Corporate,7,8033.53,127
CUST0490,Sai Joshi,Mumbai,Consumer,5,8027.43,128
CUST0280,Arjun Rao,Pune,Consumer,6,8015.76,129
CUST0217,Ananya Chawla,Hyderabad,Home Office,6,7989.5,130
CUST0620,Krishna Kulkarni,Jaipur,Home Office,6,7980.0,131
CUST0475,Pari Kulkarni,Ahmedabad,Consumer,7,7976.37,132
CUST0049,Saanvi Nair,Ahmedabad,Home Office,5,7962.5,133
CUST0091,Pari Gupta,Kolkata,Home Office,4,7927.63,134
CUST0035,Navya Sharma,Ahmedabad,Consumer,6,7910.26,135
CUST0302,Pari Sen,Mumbai,Consumer,4,7905.59,136
CUST0737,Diya Iyer,Kolkata,Corporate,4,7889.22,137
CUST0252,Aadhya Chawla,Kolkata,Home Office,7,7882.78,138
CUST0018,Angel Joshi,Pune,Consumer,6,7870.68,139
CUST0508,Ayaan Sharma,Ahmedabad,Corporate,7,7836.54,140
CUST0482,Riya Nair,Bangalore,Consumer,5,7834.33,141
CUST0185,Vihaan Gupta,Ahmedabad,Corporate,7,7833.01,142
CUST0189,Pari Deshmukh,Delhi,Consumer,6,7806.62,143
CUST0681,Saanvi Nair,Delhi,Home Office,6,7792.32,144
CUST0826,Arjun Patel,Ahmedabad,Consumer,9,7788.63,145
CUST0546,Vihaan Singh,Pune,Consumer,6,7760.41,146
CUST0578,Riya Das,Hyderabad,Corporate,4,7734.02,147
CUST0829,Ishaan Sen,Delhi,Home Office,6,7731.49,148
CUST0655,Myra Iyer,Kolkata,Corporate,7,7642.87,149
CUST0843,Vivaan Kulkarni,Kolkata,Corporate,5,7637.22,150
CUST0953,Ayaan Nair,Kolkata,Corporate,5,7613.22,151
CUST0347,Ananya Kulkarni,Hyderabad,Consumer,4,7608.75,152
CUST0351,Sai Sharma,Pune,Home Office,6,7597.37,153
CUST0068,Vihaan Nair,Delhi,Consumer,5,7571.93,154
CUST0978,Riya Reddy,Pune,Consumer,5,7569.92,155
CUST0766,Saanvi Mehta,Pune,Home Office,5,7552.97,156
CUST0064,Krishna Iyer,Pune,Corporate,5,7544.57,157
CUST0164,Ananya Kapoor,Bangalore,Consumer,8,7539.56,158
CUST0759,Ishaan Nair,Mumbai,Consumer,4,7513.06,159
CUST0362,Diya Das,Chennai,Home Office,5,7498.14,160
CUST0494,Vihaan Sharma,Jaipur,Consumer,5,7488.86,161
CUST0518,Anika Sen,Mumbai,Corporate,4,7488.28,162
CUST0066,Aditya Verma,Hyderabad,Consumer,5,7472.83,163
CUST0324,Diya Chawla,Hyderabad,Home Office,5,7365.42,164
CUST0608,Pari Gupta,Delhi,Home Office,7,7336.32,165
CUST0976,Aditya Patel,Bangalore,Consumer,5,7327.66,166
CUST0162,Riya Gupta,Kolkata,Corporate,5,7326.45,167
CUST0761,Aadhya Mehta,Delhi,Consumer,4,7281.52,168
CUST0981,Krishna Iyer,Pune,Corporate,5,7271.36,169
CUST0230,Krishna Patel,Chennai,Home Office,5,7262.85,170
CUST0300,Ishaan Mehta,Bangalore,Corporate,4,7176.4,171
CUST0799,Krishna Singh,Ahmedabad,Consumer,5,7173.57,172
CUST0103,Saanvi Bhat,Hyderabad,Home Office,6,7167.33,173
CUST0488,Arjun Nair,Delhi,Consumer,5,7160.05,174
CUST0231,Ananya Singh,Hyderabad,Home Office,5,7156.45,175
CUST0357,Aditya Rao,Kolkata,Home Office,6,7147.98,176
CUST0058,Ananya Choudhury,Bangalore,Corporate,6,7146.28,177
CUST0786,Aadhya Das,Mumbai,Consumer,4,7102.0,178
CUST0806,Myra Reddy,Jaipur,Home Office,5,7090.01,179
CUST0297,Aditya Das,Bangalore,Corporate,5,7084.14,180
CUST0661,Anika Gupta,Jaipur,Corporate,5,7083.13,181
CUST0724,Aarav Singh,Jaipur,Corporate,4,7057.37,182
CUST0697,Saanvi Nair,Delhi,Consumer,5,7038.4,183
CUST0827,Unknown Customer,Hyderabad,Consumer,5,7031.47,184
CUST0006,Myra Patel,Mumbai,Consumer,5,7027.21,185
CUST0489,Unknown Customer,Bangalore,Corporate,5,7011.25,186
CUST0664,Diya Singh,Mumbai,Home Office,6,7009.57,187
CUST0223,Krishna Kapoor,Jaipur,Home Office,5,7003.38,188
CUST0779,Saanvi Das,Delhi,Consumer,4,6999.04,189
CUST0216,Saanvi Joshi,Unknown City,Home Office,6,6989.14,190
CUST0688,Unknown Customer,Pune,Consumer,5,6984.31,191
CUST0073,Pari Chawla,Ahmedabad,Consumer,5,6968.56,192
CUST0942,Pari Choudhury,Bangalore,Consumer,6,6948.13,193
CUST0119,Aditya Joshi,Kolkata,Corporate,4,6919.04,194
CUST0735,Myra Saxena,Hyderabad,Consumer,5,6907.47,195
CUST0993,Reyansh Nair,Bangalore,Corporate,7,6903.11,196
CUST0062,Saanvi Kulkarni,Kolkata,Corporate,4,6884.82,197
CUST0864,Vivaan Choudhury,Bangalore,Home Office,4,6882.85,198
CUST0534,Aditya Patel,Delhi,Consumer,5,6879.32,199
CUST0871,Reyansh Bhat,Jaipur,Home Office,3,6879.24,200
CUST0466,Unknown Customer,Kolkata,Corporate,6,6872.47,201
CUST0567,Myra Deshmukh,Kolkata,Consumer,5,6870.26,202
CUST0941,Pari Kulkarni,Chennai,Corporate,6,6867.79,203
CUST0288,Aadhya Choudhury,Jaipur,Home Office,7,6867.25,204
CUST0451,Angel Verma,Delhi,Home Office,5,6866.64,205
CUST0707,Reyansh Deshmukh,Chennai,Consumer,4,6864.76,206
CUST0825,Riya Sharma,Pune,Home Office,4,6863.27,207
CUST0443,Unknown Customer,Mumbai,Home Office,5,6858.2,208
CUST0327,Navya Sharma,Bangalore,Home Office,4,6857.9,209
CUST0828,Saanvi Singh,Bangalore,Corporate,4,6856.63,210
CUST0743,Anika Mehta,Ahmedabad,Consumer,7,6843.62,211
CUST0711,Aadhya Das,Bangalore,Consumer,4,6826.76,212
CUST0125,Reyansh Bhat,Chennai,Home Office,5,6813.36,213
CUST0371,Ananya Bhat,Hyderabad,Home Office,4,6807.09,214
CUST0396,Anika Sen,Pune,Home Office,7,6803.84,215
CUST0958,Arjun Kulkarni,Pune,Corporate,4,6801.76,216
CUST0218,Vivaan Joshi,Jaipur,Home Office,5,6799.46,217
CUST0796,Aadhya Kapoor,Ahmedabad,Corporate,4,6743.92,218
CUST0584,Arjun Gupta,Mumbai,Home Office,5,6716.2,219
CUST0497,Saanvi Deshmukh,Delhi,Consumer,5,6715.87,220
CUST0840,Aarav Patel,Hyderabad,Home Office,4,6714.55,221
CUST0176,Unknown Customer,Bangalore,Corporate,6,6704.57,222
CUST0581,Navya Reddy,Ahmedabad,Corporate,5,6692.87,223
CUST0398,Ayaan Patel,Kolkata,Consumer,6,6680.98,224
CUST0492,Anika Kapoor,Kolkata,Consumer,3,6672.14,225
CUST0774,Vivaan Iyer,Kolkata,Home Office,6,6657.39,226
CUST0526,Angel Kulkarni,Ahmedabad,Home Office,4,6648.65,227
CUST0886,Riya Kulkarni,Mumbai,Corporate,6,6643.21,228
CUST0054,Vihaan Chawla,Jaipur,Consumer,5,6641.7,229
CUST0173,Unknown Customer,Pune,Home Office,5,6637.11,230
CUST0257,Ayaan Sen,Kolkata,Home Office,3,6636.59,231
CUST0095,Angel Verma,Chennai,Corporate,5,6627.5,232
CUST0751,Navya Choudhury,Delhi,Corporate,4,6624.26,233
CUST0204,Ananya Reddy,Ahmedabad,Consumer,7,6603.74,234
CUST0195,Aditya Gupta,Pune,Corporate,5,6588.69,235
CUST0233,Saanvi Reddy,Chennai,Home Office,5,6550.17,236
CUST0459,Diya Reddy,Chennai,Corporate,5,6544.56,237
CUST0360,Vivaan Kapoor,Hyderabad,Consumer,5,6513.64,238
CUST0911,Vivaan Iyer,Delhi,Consumer,4,6510.45,239
CUST0199,Ishaan Sen,Jaipur,Consumer,5,6496.85,240
CUST0484,Reyansh Saxena,Kolkata,Corporate,7,6493.73,241
CUST0192,Pari Gupta,Chennai,Corporate,4,6451.61,242
CUST0107,Angel Iyer,Pune,Consumer,4,6434.09,243
CUST0811,Krishna Reddy,Unknown City,Home Office,4,6424.28,244
CUST0754,Ishaan Joshi,Unknown City,Home Office,5,6420.04,245
CUST0330,Riya Joshi,Ahmedabad,Home Office,5,6419.69,246
CUST0921,Vivaan Kapoor,Hyderabad,Corporate,6,6394.86,247
CUST0776,Saanvi Mehta,Chennai,Corporate,4,6366.91,248
CUST0716,Ananya Saxena,Kolkata,Home Office,5,6356.86,249
CUST0680,Saanvi Kulkarni,Ahmedabad,Corporate,4,6348.98,250
CUST0014,Angel Rao,Chennai,Corporate,6,6340.02,251
CUST0718,Pari Sen,Chennai,Home Office,4,6335.4,252
CUST0512,Myra Rao,Kolkata,Corporate,6,6333.34,253
CUST0803,Aarav Iyer,Ahmedabad,Home Office,4,6312.44,254
CUST0740,Ananya Gupta,Kolkata,Consumer,5,6311.41,255
CUST0575,Aditya Verma,Chennai,Corporate,6,6299.22,256
CUST0835,Aditya Saxena,Pune,Consumer,5,6298.71,257
CUST0585,Unknown Customer,Ahmedabad,Corporate,5,6295.25,258
CUST0328,Anika Gupta,Delhi,Corporate,5,6285.99,259
CUST0408,Aadhya Kulkarni,Ahmedabad,Consumer,5,6281.07,260
CUST0885,Sai Singh,Ahmedabad,Consumer,5,6280.53,261
CUST0983,Aadhya Iyer,Kolkata,Corporate,4,6264.75,262
CUST0191,Krishna Bhat,Ahmedabad,Consumer,5,6258.82,263
CUST0842,Pari Kapoor,Pune,Consumer,5,6254.22,264
CUST0197,Sai Joshi,Mumbai,Home Office,4,6248.79,265
CUST0306,Vivaan Bhat,Kolkata,Home Office,4,6238.17,266
CUST0951,Saanvi Sen,Jaipur,Home Office,6,6234.87,267
CUST0560,Angel Iyer,Pune,Consumer,3,6223.81,268
CUST0213,Riya Singh,Jaipur,Home Office,6,6223.3,269
CUST0588,Riya Rao,Mumbai,Corporate,4,6219.7,270
CUST0332,Ayaan Gupta,Delhi,Home Office,5,6217.92,271
CUST0812,Arjun Kulkarni,Hyderabad,Home Office,3,6211.74,272
CUST0232,Navya Kulkarni,Unknown City,Consumer,4,6207.41,273
CUST0031,Vivaan Sen,Jaipur,Corporate,4,6200.13,274
CUST0636,Ishaan Sharma,Hyderabad,Consumer,4,6160.47,275
CUST0929,Arjun Saxena,Hyderabad,Corporate,5,6150.28,276
CUST0554,Aditya Sen,Mumbai,Corporate,3,6149.56,277
CUST0325,Riya Singh,Mumbai,Corporate,3,6138.12,278
CUST0728,Diya Singh,Bangalore,Corporate,5,6133.88,279
CUST0491,Saanvi Sen,Mumbai,Corporate,5,6129.19,280
CUST0151,Navya Gupta,Chennai,Corporate,5,6127.98,281
CUST0059,Aadhya Kulkarni,Kolkata,Consumer,4,6123.6,282
CUST0557,Anika Patel,Jaipur,Corporate,5,6116.85,283
CUST0798,Diya Mehta,Pune,Consumer,5,6115.4,284
CUST0597,Myra Nair,Jaipur,Home Office,5,6112.66,285
CUST0359,Ananya Iyer,Mumbai,Home Office,4,6104.51,286
CUST0882,Navya Sharma,Jaipur,Consumer,4,6103.42,287
CUST0251,Sai Chawla,Mumbai,Home Office,5,6102.78,288
CUST0932,Pari Reddy,Ahmedabad,Corporate,5,6099.97,289
CUST0243,Saanvi Bhat,Kolkata,Home Office,5,6097.95,290
CUST0446,Arjun Joshi,Jaipur,Home Office,6,6086.4,291
CUST0938,Riya Joshi,Jaipur,Consumer,5,6078.12,292
CUST0249,Ishaan Reddy,Chennai,Home Office,5,6069.32,293
CUST0256,Ananya Singh,Hyderabad,Home Office,6,6036.97,294
CUST0573,Myra Reddy,Ahmedabad,Home Office,3,6012.9,295
CUST0810,Reyansh Sen,Hyderabad,Consumer,5,6011.79,296
CUST0672,Pari Iyer,Jaipur,Consumer,5,6008.89,297
CUST0805,Myra Kulkarni,Hyderabad,Corporate,4,5984.42,298
CUST0874,Sai Choudhury,Kolkata,Consumer,7,5983.84,299
CUST0712,Navya Verma,Kolkata,Home Office,5,5968.34,300
CUST0787,Ishaan Chawla,Delhi,Consumer,3,5961.62,301
CUST0601,Arjun Saxena,Pune,Corporate,3,5947.09,302
CUST0378,Diya Sharma,Unknown City,Home Office,4,5946.97,303
CUST0425,Krishna Bhat,Bangalore,Corporate,5,5924.39,304
CUST0106,Arjun Gupta,Chennai,Home Office,3,5917.98,305
CUST0120,Vihaan Bhat,Ahmedabad,Corporate,4,5897.06,306
CUST0013,Saanvi Iyer,Jaipur,Home Office,4,5886.73,307
CUST0527,Sai Verma,Pune,Consumer,4,5876.08,308
CUST0502,Ishaan Das,Kolkata,Home Office,6,5875.17,309
CUST0261,Ayaan Kapoor,Chennai,Corporate,3,5872.99,310
CUST0987,Arjun Rao,Bangalore,Consumer,3,5863.02,311
CUST0625,Reyansh Singh,Ahmedabad,Home Office,5,5851.75,312
CUST0791,Aarav Verma,Chennai,Corporate,4,5846.21,313
CUST0248,Ayaan Verma,Hyderabad,Consumer,4,5841.48,314
CUST0844,Ishaan Verma,Pune,Home Office,4,5833.58,315
CUST0790,Aarav Rao,Jaipur,Home Office,4,5827.46,316
CUST0505,Aditya Sen,Kolkata,Home Office,5,5818.14,317
CUST0770,Navya Kapoor,Hyderabad,Home Office,3,5815.03,318
CUST0948,Saanvi Nair,Jaipur,Corporate,5,5808.99,319
CUST0032,Saanvi Joshi,Unknown City,Corporate,4,5799.96,320
CUST0266,Ishaan Sharma,Kolkata,Consumer,3,5789.93,321
CUST0530,Pari Gupta,Ahmedabad,Home Office,4,5765.91,322
CUST0070,Ishaan Sen,Mumbai,Home Office,3,5732.78,323
CUST0869,Arjun Iyer,Hyderabad,Corporate,4,5722.0,324
CUST0198,Ayaan Deshmukh,Ahmedabad,Corporate,5,5719.16,325
CUST0763,Ishaan Bhat,Kolkata,Corporate,6,5718.19,326
CUST0016,Arjun Deshmukh,Jaipur,Consumer,5,5717.24,327
CUST0260,Angel Das,Kolkata,Consumer,6,5715.84,328
CUST0132,Navya Singh,Mumbai,Corporate,3,5713.73,329
CUST0982,Anika Patel,Mumbai,Home Office,3,5710.72,330
CUST0922,Unknown Customer,Bangalore,Corporate,5,5705.55,331
CUST0729,Arjun Nair,Mumbai,Home Office,3,5683.38,332
CUST0753,Ananya Nair,Mumbai,Consumer,5,5681.9,333
CUST0023,Ayaan Kapoor,Hyderabad,Consumer,5,5669.08,334
CUST0576,Riya Sharma,Kolkata,Corporate,4,5666.99,335
CUST0416,Navya Sen,Kolkata,Corporate,4,5659.2,336
CUST0538,Angel Nair,Pune,Home Office,6,5634.38,337
CUST0060,Aarav Das,Mumbai,Corporate,5,5629.89,338
CUST0279,Aarav Singh,Delhi,Consumer,5,5626.81,339
CUST0418,Unknown Customer,Ahmedabad,Home Office,4,5623.65,340
CUST0606,Vivaan Choudhury,Mumbai,Corporate,5,5621.49,341
CUST0975,Ayaan Sen,Jaipur,Consumer,5,5621.04,342
CUST0004,Ananya Mehta,Delhi,Corporate,4,5619.88,343
CUST0343,Aarav Iyer,Ahmedabad,Consumer,4,5614.45,344
CUST0919,Aadhya Deshmukh,Hyderabad,Corporate,5,5610.95,345
CUST0665,Anika Das,Mumbai,Corporate,3,5607.62,346
CUST0860,Aditya Gupta,Kolkata,Corporate,4,5573.73,347
CUST0714,Aarav Kapoor,Bangalore,Home Office,4,5573.13,348
CUST0733,Arjun Das,Chennai,Home Office,3,5564.39,349
CUST0133,Pari Gupta,Chennai,Consumer,4,5537.3,350
CUST0025,Sai Rao,Delhi,Home Office,6,5527.69,351
CUST0081,Arjun Rao,Jaipur,Home Office,4,5516.95,352
CUST0033,Riya Das,Jaipur,Home Office,6,5513.33,353
CUST0974,Ananya Kulkarni,Jaipur,Home Office,3,5511.61,354
CUST0170,Navya Mehta,Bangalore,Corporate,4,5503.89,355
CUST0568,Sai Choudhury,Chennai,Home Office,4,5497.47,356
CUST0342,Aarav Chawla,Jaipur,Home Office,3,5496.03,357
CUST0954,Saanvi Verma,Ahmedabad,Home Office,4,5488.79,358
CUST0989,Navya Choudhury,Ahmedabad,Home Office,4,5476.31,359
CUST0525,Arjun Kapoor,Bangalore,Corporate,4,5472.45,360
CUST0848,Pari Joshi,Kolkata,Home Office,4,5455.67,361
CUST0029,Vivaan Verma,Jaipur,Consumer,4,5455.35,362
CUST0656,Arjun Patel,Chennai,Consumer,5,5452.71,363
CUST0053,Unknown Customer,Bangalore,Home Office,7,5450.74,364
CUST0264,Arjun Sharma,Pune,Consumer,4,5414.53,365
CUST0254,Reyansh Kulkarni,Pune,Consumer,5,5414.15,366
CUST0808,Diya Nair,Delhi,Home Office,5,5408.69,367
CUST0780,Ananya Nair,Chennai,Consumer,6,5408.19,368
CUST0971,Vihaan Singh,Kolkata,Home Office,3,5401.72,369
CUST0764,Anika Deshmukh,Pune,Consumer,4,5386.22,370
CUST0702,Anika Kapoor,Mumbai,Home Office,4,5381.3,371
CUST0521,Vihaan Saxena,Mumbai,Home Office,5,5378.55,372
CUST0569,Aadhya Kulkarni,Jaipur,Corporate,4,5353.2,373
CUST0532,Ishaan Rao,Kolkata,Corporate,6,5344.81,374
CUST0167,Ishaan Bhat,Hyderabad,Corporate,4,5337.13,375
CUST0085,Navya Iyer,Ahmedabad,Corporate,5,5336.84,376
CUST0281,Aditya Deshmukh,Pune,Home Office,4,5335.94,377
CUST0670,Diya Verma,Delhi,Consumer,5,5306.07,378
CUST0172,Aditya Deshmukh,Chennai,Home Office,4,5294.4,379
CUST0486,Myra Gupta,Kolkata,Home Office,4,5292.87,380
CUST0285,Myra Patel,Bangalore,Consumer,4,5290.43,381
CUST0792,Diya Gupta,Bangalore,Consumer,4,5282.77,382
CUST0244,Diya Mehta,Unknown City,Consumer,5,5281.03,383
CUST0668,Ayaan Kapoor,Mumbai,Consumer,7,5280.72,384
CUST0967,Krishna Sen,Delhi,Corporate,5,5272.65,385
CUST0015,Krishna Saxena,Jaipur,Home Office,4,5272.64,386
CUST0593,Aarav Choudhury,Hyderabad,Corporate,3,5271.07,387
CUST0902,Reyansh Iyer,Jaipur,Consumer,5,5261.65,388
CUST0147,Krishna Singh,Mumbai,Home Office,3,5252.84,389
CUST0767,Saanvi Deshmukh,Kolkata,Home Office,5,5245.78,390
CUST0322,Myra Sharma,Bangalore,Corporate,6,5237.52,391
CUST0777,Ishaan Das,Delhi,Consumer,4,5235.39,392
CUST0561,Vihaan Mehta,Delhi,Consumer,3,5229.73,393
CUST0104,Ananya Kapoor,Kolkata,Home Office,5,5221.23,394
CUST0645,Ishaan Deshmukh,Bangalore,Consumer,4,5213.2,395
CUST0028,Angel Kapoor,Ahmedabad,Consumer,6,5202.63,396
CUST0703,Riya Bhat,Mumbai,Consumer,4,5202.02,397
CUST0498,Unknown Customer,Unknown City,Consumer,4,5201.35,398
CUST0574,Ananya Kapoor,Delhi,Home Office,4,5186.41,399
CUST0419,Aarav Verma,Kolkata,Corporate,3,5183.79,400
