customer_id,name,email,city,signup_date,segment
CUST0065,Aadhya Rao,aadhya.rao864@gmail.com,Pune,2026-07-09,Home Office
CUST0066,Aditya Verma,aditya.verma782@gmail.com,Hyderabad,2026-01-05,Consumer
CUST0067,Vihaan Das,vihaan.das980@yahoo.com,Pune,2025-11-08,Corporate
CUST0068,Vihaan Nair,vihaan.nair997@outlook.com,Delhi,2024-12-13,Consumer
CUST0069,Saanvi Iyer,saanvi.iyer974@foodie.io,Hyderabad,2026-05-12,Home Office
CUST0070,Ishaan Sen,ishaan.sen834@gmail.com,Mumbai,2025-08-07,Home Office
CUST0071,Ananya Sharma,invalid_email_format_no_at,Pune,2026-04-11,Corporate
CUST0072,Arjun Chawla,arjun.chawla190@foodie.io,Jaipur,2024-09-30,Corporate
CUST0073,Pari Chawla,pari.chawla855@foodie.io,Ahmedabad,2025-09-01,Consumer
CUST0074,Ayaan Bhat,ayaan.bhat593@techcorp.com,Kolkata,2025-08-18,Consumer
CUST0075,Diya Rao,diya.rao358@outlook.com,Ahmedabad,2025-01-05,Consumer
CUST0076,Aadhya Kapoor,aadhya.kapoor578@yahoo.com,Pune,2024-10-05,Home Office
CUST0077,Ayaan Iyer,invalid_email_format_no_at,Ahmedabad,2024-09-17,Home Office
CUST0078,Angel Kulkarni,angel.kulkarni370@foodie.io,Pune,2025-10-24,Corporate
CUST0079,Vihaan Choudhury,vihaan.choudhury983@foodie.io,Bangalore,2026-01-13,Consumer
CUST0080,Navya Sen,navya.sen299@gmail.com,Hyderabad,2025-09-28,Consumer
CUST0081,Arjun Rao,arjun.rao56@gmail.com,Jaipur,2025-10-02,Home Office
CUST0082,Vihaan Sharma,vihaan.sharma597@outlook.com,Pune,2025-03-25,Corporate
CUST0083,Anika Mehta,anika.mehta851@gmail.com,Kolkata,2025-03-12,Consumer
CUST0084,Myra Singh,myra.singh97@yahoo.com,Delhi,2025-01-03,Corporate
CUST0085,Navya Iyer,navya.iyer471@hotmail.com,Ahmedabad,2024-12-03,Corporate
CUST0086,Vihaan Patel,vihaan.patel650@yahoo.com,Ahmedabad,2024-09-20,Consumer
CUST0087,Aarav Chawla,aarav.chawla471@foodie.io,Pune,2025-10-03,Consumer
CUST0088,Pari Gupta,pari.gupta713@yahoo.com,Ahmedabad,2024-10-26,Home Office
CUST0089,Angel Reddy,angel.reddy673@yahoo.com,Ahmedabad,2026-03-05,Consumer
CUST0090,Myra Singh,myra.singh459@gmail.com,Pune,2025-09-20,Home Office
CUST0091,Pari Gupta,pari.gupta622@gmail.com,Kolkata,2025-09-01,Home Office
CUST0092,Myra Das,myra.das983@gmail.com,Ahmedabad,2024-12-15,Consumer
CUST0093,Pari Rao,pari.rao195@techcorp.com,Kolkata,2024-10-16,Corporate
CUST0094,Ananya Mehta,ananya.mehta888@yahoo.com,Chennai,2025-06-02,Home Office
CUST0095,Angel Verma,angel.verma475@gmail.com,Chennai,2025-11-12,Corporate
CUST0096,Aarav Choudhury,aarav.choudhury483@hotmail.com,Mumbai,2026-01-17,Home Office
CUST0097,Vivaan Patel,invalid_email_format_no_at,,2025-10-07,Corporate
CUST0098,Riya Reddy,riya.reddy736@yahoo.com,Ahmedabad,2025-01-10,Consumer
CUST0099,Vihaan Bhat,vihaan.bhat979@gmail.com,Bangalore,2025-03-05,Home Office
CUST0100,Anika Kapoor,anika.kapoor259@hotmail.com,Jaipur,2026-03-02,Corporate
CUST0101,Arjun Gupta,arjun.gupta292@hotmail.com,Chennai,2025-02-24,Corporate
CUST0102,Myra Das,invalid_email_format_no_at,Bangalore,2025-04-27,Home Office
CUST0103,Saanvi Bhat,saanvi.bhat965@outlook.com,Hyderabad,2025-11-26,Home Office
CUST0104,Ananya Kapoor,ananya.kapoor732@hotmail.com,Kolkata,2024-09-17,Home Office
CUST0105,Navya Das,,Pune,2026-04-17,Home Office
CUST0106,Arjun Gupta,arjun.gupta490@outlook.com,Chennai,2024-10-28,Home Office
CUST0107,Angel Iyer,angel.iyer987@outlook.com,Pune,2025-01-20,Consumer
CUST0108,Ishaan Reddy,ishaan.reddy774@gmail.com,Kolkata,2026-04-19,Home Office
CUST0109,Ishaan Sharma,ishaan.sharma57@outlook.com,Mumbai,2025-10-01,Corporate
CUST0110,Myra Nair,myra.nair184@yahoo.com,Delhi,2024-11-11,Corporate
CUST0111,Arjun Reddy,arjun.reddy482@foodie.io,Ahmedabad,2025-04-14,Corporate
CUST0112,Ishaan Choudhury,ishaan.choudhury171@gmail.com,Pune,2025-08-09,Home Office
CUST0113,Pari Singh,pari.singh213@hotmail.com,Pune,2026-04-10,Consumer
CUST0114,Ishaan Sharma,ishaan.sharma859@foodie.io,Kolkata,2025-10-20,Consumer
CUST0115,Vivaan Sen,vivaan.sen773@hotmail.com,Ahmedabad,2025-12-05,Home Office
CUST0116,,krishna.joshi653@gmail.com,Mumbai,2025-09-15,Corporate
CUST0117,Ishaan Kulkarni,ishaan.kulkarni775@hotmail.com,Bangalore,2026-01-04,Consumer
CUST0118,Navya Rao,navya.rao860@yahoo.com,Ahmedabad,2025-03-22,Corporate
CUST0119,Aditya Joshi,aditya.joshi782@yahoo.com,Kolkata,2025-01-04,Corporate
CUST0120,Vihaan Bhat,vihaan.bhat387@foodie.io,Ahmedabad,2024-12-07,Corporate
CUST0121,Ayaan Kapoor,ayaan.kapoor35@techcorp.com,Jaipur,2025-08-27,Home Office
CUST0122,Ishaan Chawla,ishaan.chawla129@yahoo.com,Mumbai,2026-06-20,Corporate
CUST0123,Angel Joshi,angel.joshi407@hotmail.com,Chennai,2024-09-10,Home Office
CUST0124,Arjun Chawla,arjun.chawla680@gmail.com,Pune,2024-11-05,Corporate
CUST0125,Reyansh Bhat,reyansh.bhat465@yahoo.com,Chennai,2026-04-18,Home Office
CUST0126,Vivaan Iyer,vivaan.iyer292@yahoo.com,Delhi,2025-04-19,Consumer
CUST0127,Aarav Verma,aarav.verma815@outlook.com,Hyderabad,2026-03-22,Home Office
CUST0128,,myra.patel842@yahoo.com,Chennai,2026-02-27,Home Office
CUST0129,Arjun Choudhury,arjun.choudhury266@yahoo.com,Delhi,2024-09-20,Consumer
CUST0130,Myra Kulkarni,myra.kulkarni26@yahoo.com,Ahmedabad,2026-06-05,Consumer
CUST0131,Anika Bhat,anika.bhat806@outlook.com,Jaipur,2024-11-28,Consumer
CUST0132,Navya Singh,navya.singh479@foodie.io,Mumbai,2026-05-27,Corporate
CUST0133,Pari Gupta,pari.gupta930@gmail.com,Chennai,2024-11-13,Consumer
CUST0134,Angel Kulkarni,angel.kulkarni400@techcorp.com,Jaipur,2025-09-30,Corporate
CUST0135,Vihaan Choudhury,vihaan.choudhury748@yahoo.com,Kolkata,2025-04-22,Consumer
CUST0136,Vihaan Kulkarni,vihaan.kulkarni447@outlook.com,Ahmedabad,2025-07-10,Consumer
CUST0137,Aditya Gupta,aditya.gupta452@gmail.com,Chennai,2026-03-17,Home Office
CUST0138,Vihaan Chawla,vihaan.chawla372@foodie.io,Kolkata,2026-06-06,Corporate
CUST0139,Reyansh Joshi,reyansh.joshi682@hotmail.com,Hyderabad,2026-04-09,Corporate
CUST0140,Myra Reddy,myra.reddy836@hotmail.com,Jaipur,2024-10-30,Home Office
CUST0141,,krishna.sharma194@outlook.com,Ahmedabad,2025-08-15,Corporate
CUST0142,Saanvi Gupta,saanvi.gupta155@foodie.io,Mumbai,2026-04-26,Home Office
CUST0143,Sai Deshmukh,sai.deshmukh329@foodie.io,Chennai,2024-12-24,Home Office
CUST0144,Riya Verma,riya.verma700@gmail.com,Ahmedabad,2025-05-01,Home Office
CUST0145,Reyansh Saxena,reyansh.saxena126@outlook.com,Kolkata,2026-04-06,Corporate
CUST0146,Ishaan Verma,ishaan.verma235@hotmail.com,Mumbai,2026-07-21,Consumer
CUST0147,Krishna Singh,krishna.singh345@gmail.com,Mumbai,2025-03-06,Home Office
CUST0148,Ayaan Saxena,ayaan.saxena582@foodie.io,,2026-05-16,Corporate
CUST0149,Aditya Kulkarni,aditya.kulkarni599@hotmail.com,Kolkata,2024-10-11,Corporate
CUST0150,Sai Sen,sai.sen481@foodie.io,Chennai,2026-04-29,Corporate
CUST0151,Navya Gupta,navya.gupta415@outlook.com,Chennai,2025-12-14,Corporate
CUST0152,Navya Saxena,navya.saxena208@outlook.com,Chennai,2024-10-06,Consumer
CUST0153,Riya Joshi,riya.joshi788@foodie.io,Delhi,2026-01-28,Home Office
CUST0154,Pari Das,pari.das668@foodie.io,Chennai,2024-10-24,Corporate
CUST0155,Ishaan Rao,ishaan.rao615@gmail.com,Chennai,2025-02-24,Consumer
CUST0156,Ishaan Gupta,ishaan.gupta670@gmail.com,Jaipur,2025-06-30,Corporate
CUST0157,Vivaan Bhat,vivaan.bhat940@techcorp.com,Hyderabad,2025-09-02,Home Office
CUST0158,,vihaan.kulkarni741@gmail.com,Jaipur,2024-10-05,Consumer
CUST0159,Navya Saxena,navya.saxena634@yahoo.com,Chennai,2025-07-12,Corporate
CUST0160,Vivaan Kulkarni,vivaan.kulkarni77@outlook.com,Delhi,2025-01-03,Home Office
CUST0161,Riya Joshi,riya.joshi351@gmail.com,Bangalore,2025-08-04,Corporate
CUST0162,Riya Gupta,riya.gupta327@techcorp.com,Kolkata,2024-10-08,Corporate
CUST0163,,navya.gupta671@foodie.io,Kolkata,2025-02-23,Corporate
CUST0164,Ananya Kapoor,ananya.kapoor206@yahoo.com,Bangalore,2026-02-20,Consumer
CUST0165,Angel Saxena,angel.saxena48@foodie.io,Chennai,2024-11-03,Consumer
CUST0166,Riya Nair,riya.nair748@hotmail.com,Mumbai,2025-06-03,Corporate
CUST0167,Ishaan Bhat,ishaan.bhat249@techcorp.com,Hyderabad,2025-09-15,Corporate
CUST0168,Myra Bhat,myra.bhat482@outlook.com,Kolkata,2025-03-01,Home Office
CUST0169,Riya Joshi,riya.joshi903@outlook.com,Mumbai,2024-10-10,Corporate
CUST0170,Navya Mehta,navya.mehta301@gmail.com,Bangalore,2025-10-22,Corporate
CUST0171,Ayaan Bhat,ayaan.bhat915@outlook.com,Mumbai,2025-05-30,Consumer
CUST0172,Aditya Deshmukh,aditya.deshmukh239@gmail.com,Chennai,2026-04-18,Home Office
CUST0173,,ishaan.kapoor722@yahoo.com,Pune,2025-04-25,Home Office
CUST0174,Arjun Choudhury,arjun.choudhury972@foodie.io,Jaipur,2025-05-21,Consumer
CUST0175,Ayaan Chawla,ayaan.chawla664@techcorp.com,Pune,2026-05-25,Consumer
CUST0176,,navya.das257@foodie.io,Bangalore,2025-10-03,Corporate
CUST0177,Sai Gupta,sai.gupta546@outlook.com,Delhi,2025-02-05,Home Office
CUST0178,Saanvi Kapoor,saanvi.kapoor54@foodie.io,Kolkata,2025-07-11,Corporate
CUST0179,Ayaan Mehta,ayaan.mehta800@techcorp.com,Chennai,2026-03-14,Consumer
CUST0180,Pari Kapoor,pari.kapoor656@yahoo.com,Bangalore,2026-05-25,Home Office
CUST0181,Vivaan Patel,vivaan.patel917@gmail.com,Chennai,2025-09-14,Home Office
CUST0182,Vivaan Patel,vivaan.patel302@outlook.com,Mumbai,2024-09-25,Corporate
CUST0183,Saanvi Bhat,saanvi.bhat926@hotmail.com,Chennai,2026-01-18,Corporate
CUST0184,Krishna Gupta,krishna.gupta754@hotmail.com,Delhi,2025-05-14,Home Office
CUST0185,Vihaan Gupta,vihaan.gupta345@foodie.io,Ahmedabad,2025-09-18,Corporate
CUST0186,Diya Bhat,diya.bhat53@foodie.io,Chennai,2024-11-06,Corporate
CUST0187,Aditya Iyer,aditya.iyer382@techcorp.com,Bangalore,2026-06-27,Consumer
CUST0188,Arjun Gupta,,Chennai,2025-07-23,Corporate
CUST0189,Pari Deshmukh,pari.deshmukh390@hotmail.com,Delhi,2024-12-18,Consumer
CUST0190,Ayaan Mehta,ayaan.mehta36@foodie.io,Bangalore,2025-03-04,Home Office
CUST0191,Krishna Bhat,krishna.bhat229@techcorp.com,Ahmedabad,2025-03-13,Consumer
CUST0192,Pari Gupta,pari.gupta839@foodie.io,Chennai,2024-09-13,Corporate
CUST0193,Ishaan Nair,ishaan.nair738@foodie.io,Bangalore,2025-07-23,Home Office
CUST0194,Ayaan Kapoor,ayaan.kapoor36@outlook.com,Jaipur,2024-12-19,Corporate
CUST0195,Aditya Gupta,aditya.gupta326@hotmail.com,Pune,2025-02-05,Corporate
CUST0196,Ananya Gupta,ananya.gupta470@hotmail.com,Jaipur,2025-08-10,Consumer
CUST0197,Sai Joshi,sai.joshi453@techcorp.com,Mumbai,2026-03-23,Home Office
CUST0198,Ayaan Deshmukh,ayaan.deshmukh980@techcorp.com,Ahmedabad,2026-05-09,Corporate
CUST0199,Ishaan Sen,ishaan.sen556@gmail.com,Jaipur,2024-10-10,Consumer
CUST0200,,riya.sen355@techcorp.com,Mumbai,2026-06-29,Consumer
CUST0201,Reyansh Das,reyansh.das436@techcorp.com,Mumbai,2025-03-06,Home Office
CUST0202,Ayaan Iyer,ayaan.iyer314@hotmail.com,Delhi,2026-05-28,Consumer
CUST0203,Riya Joshi,riya.joshi330@foodie.io,Chennai,2025-08-09,Corporate
CUST0204,Ananya Reddy,ananya.reddy487@gmail.com,Ahmedabad,2025-04-24,Consumer
CUST0205,Riya Chawla,riya.chawla264@yahoo.com,Chennai,2024-12-14,Home Office
CUST0206,Navya Bhat,navya.bhat520@outlook.com,Pune,2026-07-05,Consumer
CUST0207,Reyansh Das,reyansh.das371@gmail.com,Mumbai,2025-10-13,Corporate
CUST0208,Ishaan Choudhury,ishaan.choudhury18@gmail.com,Kolkata,2026-03-13,Corporate
CUST0209,Saanvi Verma,saanvi.verma593@techcorp.com,Hyderabad,2025-07-22,Home Office
CUST0210,Angel Rao,angel.rao855@techcorp.com,Delhi,2026-03-19,Consumer
CUST0211,,,Jaipur,2025-06-12,Home Office
CUST0212,Anika Saxena,anika.saxena477@yahoo.com,Jaipur,2026-03-07,Corporate
CUST0213,Riya Singh,riya.singh617@outlook.com,Jaipur,2025-02-22,Home Office
CUST0214,Aarav Deshmukh,aarav.deshmukh349@foodie.io,Delhi,2025-05-28,Home Office
CUST0215,Aarav Sen,aarav.sen495@outlook.com,Hyderabad,2026-06-06,Home Office
CUST0216,Saanvi Joshi,saanvi.joshi851@foodie.io,,2026-06-26,Home Office
CUST0217,Ananya Chawla,ananya.chawla165@hotmail.com,Hyderabad,2025-06-03,Home Office
CUST0218,Vivaan Joshi,vivaan.joshi541@yahoo.com,Jaipur,2025-08-30,Home Office
CUST0219,Pari Choudhury,pari.choudhury360@techcorp.com,Chennai,2024-10-08,Home Office
CUST0220,Krishna Choudhury,krishna.choudhury315@yahoo.com,Ahmedabad,2025-10-06,Home Office
CUST0221,Diya Choudhury,diya.choudhury966@foodie.io,Ahmedabad,2025-10-07,Consumer
CUST0222,Saanvi Deshmukh,saanvi.deshmukh987@yahoo.com,Ahmedabad,2026-06-15,Corporate
CUST0223,Krishna Kapoor,krishna.kapoor229@yahoo.com,Jaipur,2025-10-24,Home Office
CUST0224,Myra Reddy,myra.reddy258@gmail.com,Jaipur,2025-12-09,Home Office
CUST0225,Anika Mehta,anika.mehta707@yahoo.com,Mumbai,2025-01-11,Consumer
CUST0226,Anika Patel,anika.patel784@outlook.com,Chennai,2025-10-09,Home Office
CUST0227,Ayaan Choudhury,ayaan.choudhury766@foodie.io,Mumbai,2026-01-30,Corporate
CUST0228,Saanvi Kapoor,saanvi.kapoor200@foodie.io,Ahmedabad,2026-06-20,Consumer
CUST0229,Ananya Singh,ananya.singh475@foodie.io,Jaipur,2025-02-07,Corporate
CUST0230,Krishna Patel,krishna.patel838@gmail.com,Chennai,2026-02-12,Home Office
CUST0231,Ananya Singh,ananya.singh591@foodie.io,Hyderabad,2026-01-30,Home Office
CUST0232,Navya Kulkarni,navya.kulkarni98@hotmail.com,,2026-01-20,Consumer
CUST0233,Saanvi Reddy,,Chennai,2025-09-22,Home Office
CUST0234,Ayaan Verma,ayaan.verma693@gmail.com,Pune,2025-09-17,Consumer
CUST0235,Ishaan Mehta,ishaan.mehta664@outlook.com,Chennai,2024-11-06,Consumer
CUST0236,Riya Deshmukh,riya.deshmukh435@foodie.io,Jaipur,2025-04-02,Home Office
CUST0237,Riya Gupta,riya.gupta548@hotmail.com,Jaipur,2025-07-23,Consumer
CUST0238,Navya Patel,navya.patel596@techcorp.com,Bangalore,2026-02-10,Corporate
CUST0239,Myra Kapoor,myra.kapoor103@techcorp.com,Pune,2026-06-02,Corporate
CUST0240,Angel Bhat,angel.bhat698@outlook.com,Mumbai,2025-06-18,Corporate
CUST0241,Vivaan Chawla,vivaan.chawla362@foodie.io,Delhi,2025-01-20,Consumer
CUST0242,Vivaan Singh,vivaan.singh428@yahoo.com,Bangalore,2024-10-10,Home Office
CUST0243,Saanvi Bhat,saanvi.bhat900@hotmail.com,Kolkata,2026-05-07,Home Office
CUST0244,Diya Mehta,diya.mehta192@techcorp.com,,2025-02-02,Consumer
CUST0245,Aarav Singh,aarav.singh484@foodie.io,Jaipur,2025-05-20,Home Office
CUST0246,Arjun Rao,arjun.rao203@foodie.io,Delhi,2026-06-26,Home Office
CUST0247,Aarav Reddy,aarav.reddy221@gmail.com,Delhi,2024-11-27,Consumer
CUST0248,Ayaan Verma,ayaan.verma421@hotmail.com,Hyderabad,2025-01-22,Consumer
CUST0249,Ishaan Reddy,ishaan.reddy845@foodie.io,Chennai,2024-12-14,Home Office
CUST0250,Arjun Saxena,arjun.saxena236@hotmail.com,Ahmedabad,2025-10-20,Consumer
CUST0251,Sai Chawla,sai.chawla579@hotmail.com,Mumbai,2025-08-10,Home Office
CUST0252,Aadhya Chawla,aadhya.chawla162@outlook.com,Kolkata,2026-01-21,Home Office
CUST0253,Arjun Bhat,arjun.bhat946@gmail.com,Jaipur,2025-06-01,Corporate
CUST0254,Reyansh Kulkarni,reyansh.kulkarni672@gmail.com,Pune,2025-07-14,Consumer
CUST0255,Saanvi Sen,saanvi.sen627@gmail.com,Delhi,2026-01-17,Home Office
CUST0256,Ananya Singh,ananya.singh989@gmail.com,Hyderabad,2026-01-15,Home Office
CUST0257,Ayaan Sen,ayaan.sen730@yahoo.com,Kolkata,2025-11-25,Home Office
CUST0258,Diya Singh,diya.singh277@outlook.com,Jaipur,2025-03-06,Corporate
CUST0259,Ananya Patel,ananya.patel389@outlook.com,,2026-06-12,Home Office
CUST0260,Angel Das,angel.das603@foodie.io,Kolkata,2025-09-29,Consumer
CUST0261,Ayaan Kapoor,invalid_email_format_no_at,Chennai,2025-11-07,Corporate
CUST0262,Sai Deshmukh,sai.deshmukh183@yahoo.com,Jaipur,2025-03-15,Consumer
CUST0263,Vivaan Saxena,vivaan.saxena44@gmail.com,Mumbai,2026-07-22,Corporate
CUST0264,Arjun Sharma,arjun.sharma233@techcorp.com,Pune,2025-07-11,Consumer
CUST0265,,anika.kapoor26@gmail.com,Jaipur,2025-01-10,Corporate
CUST0266,Ishaan Sharma,ishaan.sharma524@foodie.io,Kolkata,2026-01-26,Consumer
CUST0267,Riya Saxena,riya.saxena268@outlook.com,Ahmedabad,2025-06-17,Consumer
CUST0268,Ayaan Singh,ayaan.singh710@gmail.com,Mumbai,2026-04-24,Corporate
CUST0269,Aarav Nair,aarav.nair94@hotmail.com,Kolkata,2024-10-06,Corporate
CUST0270,Navya Verma,navya.verma245@yahoo.com,Pune,2025-10-24,Consumer
CUST0271,Angel Das,angel.das683@gmail.com,Bangalore,2025-09-09,Consumer
CUST0272,Saanvi Gupta,saanvi.gupta316@yahoo.com,Hyderabad,2024-12-25,Corporate
CUST0273,Arjun Gupta,arjun.gupta522@foodie.io,Chennai,2026-06-04,Consumer
CUST0274,Riya Sen,riya.sen416@outlook.com,Mumbai,2024-10-17,Corporate
CUST0275,Angel Iyer,angel.iyer452@yahoo.com,Kolkata,2026-05-02,Home Office
CUST0276,Krishna Joshi,krishna.joshi399@foodie.io,Bangalore,2025-06-25,Corporate
CUST0277,Pari Deshmukh,pari.deshmukh789@outlook.com,Delhi,2026-03-15,Consumer
CUST0278,Aadhya Mehta,aadhya.mehta36@gmail.com,Chennai,2025-01-07,Consumer
CUST0279,Aarav Singh,aarav.singh433@hotmail.com,Delhi,2025-01-02,Consumer
CUST0280,Arjun Rao,arjun.rao318@outlook.com,Pune,2026-03-01,Consumer
CUST0281,Aditya Deshmukh,aditya.deshmukh267@yahoo.com,Pune,2024-11-27,Home Office
CUST0282,Saanvi Kulkarni,saanvi.kulkarni871@techcorp.com,Kolkata,2025-08-25,Corporate
CUST0283,Riya Joshi,riya.joshi317@outlook.com,Hyderabad,2025-03-25,Corporate
CUST0284,Anika Das,anika.das810@yahoo.com,Chennai,2025-07-08,Corporate
CUST0285,Myra Patel,myra.patel616@techcorp.com,Bangalore,2025-01-11,Consumer
CUST0286,Pari Singh,pari.singh861@foodie.io,Delhi,2025-06-05,Home Office
CUST0287,Arjun Chawla,arjun.chawla818@hotmail.com,Delhi,2025-04-25,Home Office
CUST0288,Aadhya Choudhury,aadhya.choudhury47@outlook.com,Jaipur,2024-11-27,Home Office
CUST0289,Diya Nair,diya.nair672@techcorp.com,Mumbai,2024-12-29,Home Office
CUST0290,Aadhya Mehta,aadhya.mehta20@gmail.com,Ahmedabad,2025-12-13,Home Office
CUST0291,Ayaan Bhat,ayaan.bhat393@hotmail.com,,2024-12-03,Home Office
CUST0292,Vihaan Singh,vihaan.singh435@gmail.com,Delhi,2026-03-05,Corporate
CUST0293,Anika Deshmukh,anika.deshmukh497@gmail.com,Pune,2025-04-21,Corporate
CUST0294,Aarav Kulkarni,aarav.kulkarni673@gmail.com,Bangalore,2025-11-21,Home Office
CUST0295,Pari Reddy,pari.reddy826@hotmail.com,Bangalore,2026-01-19,Home Office
